LOT_ID,VENDOR_SCRIBE,WAFER_NUMBER,PRODUCT_GROUP_ID,BIN_NUMBER,BIN_TYPE,DIE_X,DIE_Y,BIN_COLOR,INK_FLAG
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,6,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,6,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,6,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,38,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,38,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,41,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,41,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,41,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,42,29,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,42,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,7,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,7,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,7,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,3,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,4,30,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,4,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,4,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,39,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,39,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,39,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,39,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,40,31,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,40,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,40,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,5,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,5,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,6,32,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,37,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,38,33,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,38,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,38,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,7,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,7,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,34,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,8,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,9,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,10,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,35,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,35,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,36,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,33,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,34,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,11,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,36,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,12,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,13,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,14,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,31,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,37,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,32,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,29,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,30,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,27,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,28,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,17,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,18,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,15,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,38,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,16,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,19,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,20,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,21,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,22,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,23,41,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,24,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,25,40,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,39,#00FF00,1
LOTCYH149.000,WAFEADBWSZZ91750,21,Product1,1,S,26,40,#00FF00,1
